employee_id,name,age,role,department,salary,skills,interest,certification,PSA courses attended,job history,years of experience
669,Roy,60,Employee Relations Officer [HR],[HR],11487.14,"Project management, Maritime regulations, Safety protocols","Technology advancements, Engineering innovation",Social Sciences (Cum Laude and above) [Degree],Interpersonal Skills,Marine Operations Officer,8
670,Wernher,50,Vessel Traffic Services Operator [Operations],[Operations],11741.4,"Problem-solving, Communication, Software development","Engineering innovation, Software development",Bachelor of Laws [Degree],Interpersonal Skills,Warehouse Supervisor,19
671,Cissiee,44,Shipping and Receiving Clerk [Operations],[Operations],3845.03,"Project management, Safety protocols, Technical expertise","Engineering innovation, Software development",Bachelor of Social Sciences [Degree],Business Presentations,Freight Forwarder,14
672,Eb,20,Harbour Master [Operations],[Operations],4380.31,"Software development, Maritime regulations, Technical expertise","Safety improvement, Marine technology",Accountancy and Business [Degree],Negotiation Skills,Business Analyst,6
673,Austin,18,Data Analyst for Port Operations [IT],[IT],6635.11,"Software development, Safety protocols, Problem-solving","Technology advancements, Safety improvement",Physics and Applied Physics [Degree],Emotional Intelligence,Safety Officer,7
674,Manda,24,IT Infrastructure Specialist [IT],[IT],7775.38,"Project management, Technical expertise, Software development","Software development, Supply chain efficiency",Accountancy [Diploma],Emotional Intelligence,Shipping Clerk,19
675,Dew,49,Shipping and Receiving Clerk [Operations],[Operations],2407.85,"Software development, Safety protocols, Communication","Engineering innovation, Safety improvement",Bachelor of Early Childhood Education [Degree],Interpersonal Skills,Environmental Compliance Officer,11
676,Vincents,25,Employee Relations Officer [HR],[HR],9959.58,"Maritime regulations, Leadership, Problem-solving","Engineering innovation, Marine technology",Bachelor of Computing (Information Security) [Degree],Financial Literacy,Procurement Specialist,11
677,Stinky,34,Human Resource Development Specialist [HR],[HR],8285.66,"Leadership, Software development, Problem-solving","Technology advancements, Sustainability",Bachelor of Engineering (Environmental Engineering) [Degree],Management Skills,Supply Chain Analyst,14
678,Inness,33,Maritime Systems Analyst [IT],[IT],11468.49,"Maritime regulations, Technical expertise, Project management","Engineering innovation, Technology advancements",Bachelor of Science (Hons) [Degree],Interpersonal Skills,Equipment Operator,12
679,Mirelle,58,Maritime Systems Analyst [IT],[IT],10645.87,"Software development, Project management, Communication","Safety improvement, Marine technology",Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Building Services) [Degree],Financial Literacy,Supply Chain Analyst,4
680,Kippy,54,Port Planner [Operations],[Operations],11409.82,"Software development, Communication, Leadership","Marine technology, Supply chain efficiency",Data Science and Artificial Intelligence [Degree],Business Presentations,Procurement Specialist,20
681,Giulia,29,IT Infrastructure Specialist [IT],[IT],7796.71,"Technical expertise, Software development, Communication","Technology advancements, Process optimization",Arts & Design [Diploma],Management Skills,Data Analyst,11
682,Peggy,18,Employee Relations Officer [HR],[HR],7942.93,"Technical expertise, Project management, Problem-solving","Technology advancements, Engineering innovation",Bachelor of Engineering (Environmental Engineering) [Degree],Emotional Intelligence,Maritime Engineer,8
683,Celesta,49,Logistics Coordinator [Operations],[Operations],7678.78,"Project management, Safety protocols, Leadership","Engineering innovation, Software development",Aeronautical Engineering [Diploma],Time Management,Project Manager,9
684,Dorian,42,Employee Relations Officer [HR],[HR],9944.99,"Communication, Maritime regulations, Software development","Sustainability, Supply chain efficiency",Bachelor of Business Administration (Accountancy) (Hons) [Degree],Emotional Intelligence,Shipping Clerk,2
685,Stevena,56,Human Resource Development Specialist [HR],[HR],10431.67,"Project management, Software development, Maritime regulations","Supply chain efficiency, Engineering innovation",Bachelor of Arts with Honours in Criminology and Security [Degree],Critical Thinking,Warehouse Supervisor,4
686,Rhianna,35,Marine Operations Officer [Operations],[Operations],5454.84,"Technical expertise, Project management, Software development","Technology advancements, Sustainability",Bachelor of Medicine and Bachelor of Surgery [Degree],Financial Literacy,Customs Broker,19
687,Justino,57,Vessel Traffic Services Operator [Operations],[Operations],11052.17,"Safety protocols, Software development, Maritime regulations","Technology advancements, Engineering innovation",Bachelor of Science (Diagnostic Radiography) [Degree],Business Presentations,Environmental Compliance Officer,8
688,Francklyn,36,Employee Relations Officer [HR],[HR],5167.07,"Project management, Problem-solving, Software development","Marine technology, Sustainability",Bachelor of Science (Business Analytics) [Degree],Business Presentations,Data Analyst,16
689,Deanna,50,Compliance Officer [Admin],[Admin],3619.62,"Leadership, Maritime regulations, Communication","Engineering innovation, Software development",Sociology [Degree],Management Skills,Inventory Manager,14
690,Nikkie,34,Logistics Coordinator [Operations],[Operations],3266.9,"Leadership, Software development, Maritime regulations","Engineering innovation, Supply chain efficiency",Bachelor of Social Work [Degree],Time Management,Quality Assurance Specialist,16
691,Ines,33,Recruitment Specialist [HR],[HR],9396.99,"Safety protocols, Maritime regulations, Communication","Process optimization, Engineering innovation",Marine Engineering [Diploma],Emotional Intelligence,Equipment Operator,10
692,Dulsea,60,Human Resource Development Specialist [HR],[HR],11135.6,"Project management, Technical expertise, Communication","Software development, Engineering innovation",Mechanical Engineering [Degree],Critical Thinking,Safety Officer,16
693,Bronnie,23,Harbour Master [Operations],[Operations],4593.96,"Problem-solving, Software development, Leadership","Sustainability, Supply chain efficiency",Bachelor of Engineering with Honours in Pharmaceutical Engineering [Degree],Time Management,Safety Officer,12
694,Collette,35,Budget Officer [Finance],[Finance],2248.37,"Maritime regulations, Safety protocols, Technical expertise","Sustainability, Safety improvement",English [Degree],Time Management,Freight Forwarder,10
695,Thacher,40,Maritime Safety Officer [Operations],[Operations],10961.0,"Communication, Project management, Software development","Process optimization, Safety improvement",Bachelor of Science (Project and Facilities Management) [Degree],Time Management,Data Analyst,14
696,Bertine,27,Logistics Coordinator [Operations],[Operations],7511.08,"Safety protocols, Communication, Leadership","Marine technology, Software development",Bachelor of Arts (Industrial Design) [Degree],Financial Literacy,Transportation Planner,2
697,Killy,22,Fleet Management Officer [Operations],[Operations],2881.86,"Technical expertise, Safety protocols, Communication","Technology advancements, Supply chain efficiency",Common Science Programme [Diploma],Emotional Intelligence,Marine Operations Officer,18
698,Sallee,28,Human Resource Development Specialist [HR],[HR],7503.76,"Technical expertise, Safety protocols, Leadership","Safety improvement, Process optimization",Accountancy [Diploma],Interpersonal Skills,Freight Forwarder,17
699,Che,44,Fleet Management Officer [Operations],[Operations],8815.23,"Technical expertise, Project management, Safety protocols","Supply chain efficiency, Software development",Chemical Engineering [Diploma],Interpersonal Skills,Maritime Engineer,7
700,Axel,39,Maritime Systems Analyst [IT],[IT],5358.62,"Problem-solving, Leadership, Communication","Safety improvement, Software development",Bachelor of Engineering (Engineering Product Development) [Degree],Negotiation Skills,Inventory Manager,7
701,Eolanda,56,Logistics Coordinator [Operations],[Operations],3721.32,"Technical expertise, Maritime regulations, Project management","Engineering innovation, Sustainability",Engineering with Business [Diploma],Financial Literacy,Maritime Engineer,9
702,Skipp,26,Budget Officer [Finance],[Finance],9880.65,"Software development, Technical expertise, Safety protocols","Sustainability, Safety improvement",Aerospace Electronics [Diploma],Negotiation Skills,Procurement Specialist,9
703,Constantin,33,Fleet Management Officer [Operations],[Operations],6595.33,"Software development, Technical expertise, Project management","Software development, Safety improvement",Bachelor of Engineering with Honours in Pharmaceutical Engineering [Degree],Financial Literacy,Quality Assurance Specialist,8
704,Raviv,31,Employee Relations Officer [HR],[HR],7146.46,"Leadership, Communication, Maritime regulations","Safety improvement, Process optimization",Common Business Programme [Diploma],Business Presentations,Equipment Operator,18
705,Stafford,59,Shipping and Receiving Clerk [Operations],[Operations],3900.33,"Technical expertise, Leadership, Maritime regulations","Sustainability, Safety improvement",Cybersecurity & Digital Forensics [Diploma],Management Skills,Equipment Operator,12
706,Rica,44,Shipping and Receiving Clerk [Operations],[Operations],7186.9,"Project management, Safety protocols, Problem-solving","Technology advancements, Safety improvement",Nautical Studies [Diploma],Management Skills,Data Analyst,16
707,Pierre,30,Compliance Officer [Admin],[Admin],3531.14,"Communication, Maritime regulations, Leadership","Sustainability, Supply chain efficiency",Bachelor of Engineering with Honours in Offshore Engineering [Degree],Interpersonal Skills,Inventory Manager,3
708,Corey,29,Shipping and Receiving Clerk [Operations],[Operations],6761.46,"Leadership, Safety protocols, Communication","Process optimization, Safety improvement",Food Science & Technology [Diploma],Management Skills,Environmental Compliance Officer,20
709,Oona,59,Port Planner [Operations],[Operations],5229.66,"Communication, Leadership, Software development","Software development, Safety improvement",Sociology [Degree],Financial Literacy,Procurement Specialist,6
